CustomerID,Age,Gender,AnnualIncome,SpendingScore,OnlinePurchases,WebsiteVisits,CategoryPreference
1878,29.0,Male,45.74733486598371,42.4751489347227,9.0,22.0,Beauty
1879,49.0,Male,60.37955520712065,70.32860153754375,8.0,21.0,Electronics
1880,26.0,Male,47.20973957727965,59.34232571041722,11.0,20.0,Beauty
1881,52.0,Male,63.10180785257621,79.13853507400624,9.0,20.0,Beauty
1882,50.0,Female,53.282951210878196,30.9465670019011,11.0,24.0,Beauty
1883,44.0,Male,51.72823506696919,51.279038603327976,13.0,24.0,Books
1884,51.0,Female,55.728177578822745,41.56911095193388,9.0,21.0,Beauty
1885,44.0,Female,50.82193943806355,41.53834225779957,12.0,22.0,Sports
1886,18.0,Female,41.042494356531876,44.926578715416525,9.0,22.0,Electronics
1887,56.0,Female,54.9665799204874,55.58779519229778,11.0,15.0,Clothing
1888,38.0,Female,53.012265485828834,52.167731677049794,9.0,15.0,Clothing
1889,22.0,Male,44.85483464442943,24.93877324472498,14.0,19.0,Electronics
1890,51.0,Female,54.372294623730326,61.41128943089893,8.0,18.0,Sports
1891,39.0,Male,49.97638811096239,73.10422610598668,8.0,17.0,Clothing
1892,26.0,Male,40.12834892649231,68.32472832424716,8.0,15.0,Books
1893,53.0,Female,59.894715556926634,62.56909511104602,8.0,19.0,Books
1894,45.0,Female,50.18418009595374,27.601881663134193,15.0,28.0,Clothing
1895,61.0,Male,56.77891025611245,37.79853449521609,11.0,20.0,Clothing
1896,33.0,Female,44.59900962249837,26.178144781548795,8.0,11.0,Beauty
1897,63.0,Male,61.59499052102793,55.79676696184124,9.0,18.0,Books
1898,55.0,Female,56.684135983124094,59.00360258541231,11.0,22.0,Books
1899,54.0,Female,65.13312369451886,42.199394429165565,,22.0,Clothing
1900,26.0,Male,46.873667838773216,46.68690851375013,,17.0,Sports
1901,47.0,Female,53.199133784934034,67.10935685420964,10.0,17.0,Sports
1902,27.0,Male,48.2029123043748,63.837660312122914,9.0,16.0,Sports
1903,48.0,Female,52.98605477235213,43.656851023108075,11.0,20.0,Sports
1904,28.0,Female,42.19176868835343,62.320164418843035,9.0,17.0,Sports
1905,26.0,Male,44.848521803670444,45.8070462925582,11.0,22.0,Books
1906,28.0,Female,48.16005821256922,22.0339447426153,10.0,16.0,Clothing
1907,38.0,Male,45.52599153070043,45.453697936106785,8.0,11.0,Clothing
1908,53.0,Male,55.07302745534596,41.95456209800542,8.0,16.0,Electronics
1909,49.0,Female,60.49015203913749,43.36785770721443,11.0,27.0,Books
1910,61.0,Male,58.380245799526605,47.5350708571074,11.0,23.0,Clothing
1911,45.0,Male,53.75092059131456,63.13555125874604,11.0,26.0,Clothing
1912,38.0,Female,53.78965192034821,18.764664301846075,10.0,18.0,Electronics
1913,49.0,Male,54.56026652911193,55.95407909373236,8.0,15.0,Books
1914,24.0,Female,42.32627250873685,53.057953205736055,7.0,18.0,Clothing
1915,21.0,Female,44.076704135255504,48.27260938741211,12.0,19.0,Sports
1916,64.0,Female,61.146745297925456,37.302101554560366,9.0,21.0,Electronics
1917,49.0,Female,52.940164539736976,34.88951470427084,8.0,14.0,Clothing
1918,51.0,Male,57.1756169134537,54.76652787027265,9.0,22.0,Sports
1919,40.0,Female,45.59364833712559,31.666066340085116,10.0,15.0,Beauty
1920,49.0,Female,51.72015596569801,65.6750779424051,9.0,20.0,Beauty
1921,51.0,Female,50.445424581213096,51.70435385612722,12.0,21.0,Electronics
1922,36.0,Female,52.39419249174528,32.24076519010616,9.0,17.0,Clothing
1923,55.0,Female,60.64101500048806,80.9185473765949,10.0,22.0,Beauty
1924,45.0,Female,50.77228754154235,31.66098955986106,16.0,23.0,Electronics
1925,31.0,Female,43.86909461786019,51.033840622636376,7.0,23.0,Electronics
1926,62.0,Female,63.73171977701601,62.03371685172583,10.0,15.0,Clothing
1927,60.0,Male,58.28609884142749,40.86053495970471,7.0,11.0,Electronics
1928,25.0,Male,47.54367642785934,37.78174703967123,11.0,15.0,Electronics
1929,28.0,Female,46.97669127004076,2.3953865989202683,9.0,19.0,Clothing
1930,51.0,Female,51.900627130958895,26.17609322554591,12.0,21.0,Clothing
1931,41.0,Female,52.80732490329747,70.93311704741984,12.0,23.0,Books
1932,66.0,Female,62.277016623598556,41.48037804770989,12.0,25.0,Electronics
1933,49.0,Male,54.30891130385313,42.427401635878944,11.0,21.0,Beauty
1934,27.0,Male,40.94394873305621,33.120453851232,9.0,17.0,Books
1935,57.0,Female,56.92509866535586,65.44861704170312,9.0,22.0,Clothing
1936,41.0,Male,52.500026843194526,47.36476171902768,12.0,19.0,Books
1937,52.0,Female,56.91816054483793,40.327804050187794,13.0,24.0,Books
1938,61.0,Male,56.12212666614984,61.273091490982125,10.0,17.0,Clothing
1939,53.0,Female,56.95192961394758,21.456862221807807,8.0,21.0,Clothing
1940,54.0,Male,65.4454985848624,40.328503146282465,13.0,23.0,Books
1941,49.0,Male,56.616150192433125,49.243043767688945,11.0,23.0,Books
1942,45.0,Male,55.462094539835086,47.83896640460882,13.0,25.0,Beauty
1943,31.0,Female,45.21704536530917,23.368190892464035,6.0,13.0,Books
1944,25.0,Female,48.547556031924444,59.899308188684955,10.0,20.0,Beauty
1945,22.0,Male,37.62685110013142,37.20117733302278,8.0,19.0,Sports
1946,49.0,Male,52.758988600759906,56.311872606740394,9.0,22.0,Electronics
1947,53.0,Female,57.19156827567407,46.06507255896286,10.0,23.0,Sports
1948,18.0,Female,40.167120435989396,65.69321901678587,9.0,18.0,Sports
1949,32.0,Male,50.86726736603549,49.00883707597227,9.0,13.0,Clothing
1950,29.0,Female,38.649680482359074,6.866053427392714,7.0,16.0,Electronics
1951,54.0,Male,54.70233637593653,61.4368966263639,14.0,33.0,Electronics
1952,52.0,Female,53.83585276174787,45.200640791863954,11.0,19.0,Electronics
1953,55.0,Male,59.40119951970468,62.02009202373501,10.0,17.0,Sports
1954,35.0,Female,45.292927181302844,51.56000501524697,11.0,22.0,Beauty
1955,31.0,Male,45.834818314133145,34.772952533933925,12.0,28.0,Beauty
1956,26.0,Female,40.853414072218484,33.58932113353813,7.0,9.0,Electronics
1957,47.0,Female,54.54695971594638,34.17492274248703,8.0,11.0,Clothing
1958,45.0,Male,54.08861118632778,18.818999512409995,12.0,24.0,Clothing
1959,65.0,Male,56.27261729222774,67.40102389493232,8.0,18.0,Clothing
1960,41.0,Male,51.85143504746645,43.19381117657371,10.0,21.0,Electronics
1961,30.0,Female,,34.989354417985126,9.0,13.0,Electronics
1962,39.0,Female,51.09828133551856,31.13843829044887,9.0,19.0,Electronics
1963,41.0,Male,51.5222745704095,44.52772035302739,8.0,14.0,Electronics
1964,32.0,Female,46.289761678404595,49.14330208536084,7.0,20.0,Clothing
1965,46.0,Male,54.475605017554955,33.84626229016491,10.0,20.0,Clothing
1966,,Male,51.76804343326738,51.18558893149603,12.0,27.0,Sports
1967,51.0,Male,56.225802611244035,36.790957889755056,12.0,23.0,Clothing
1968,23.0,Male,40.604148671032746,48.611532737077766,7.0,19.0,Clothing
1969,53.0,Male,56.53773251315193,48.950971311396856,8.0,20.0,Clothing
1970,46.0,Female,53.56441760508326,54.03398257808939,11.0,24.0,Clothing
1971,28.0,Female,47.47863343487308,58.9589888594448,10.0,17.0,Clothing
1972,55.0,Female,,37.21875197673302,9.0,19.0,Electronics
1973,30.0,Female,41.67478473506625,38.64398104376273,10.0,17.0,Electronics
1974,53.0,Female,58.62781611510647,37.977501926483036,9.0,17.0,Clothing
1975,51.0,Male,58.436165069839056,69.88762711344357,15.0,27.0,Beauty
1976,31.0,Female,47.195958730647085,80.29051091100278,6.0,15.0,Sports
1977,50.0,Female,51.01415136876663,68.92935695285126,13.0,23.0,Electronics
1978,36.0,Female,49.88476960887686,10.52083727308554,6.0,14.0,Clothing
1979,52.0,Female,50.92390892685194,64.72798970295426,9.0,20.0,Sports
1980,53.0,Female,54.50976095170929,40.35731669230593,7.0,21.0,Sports
1981,56.0,Male,55.21496852760019,80.28576280587555,8.0,14.0,Clothing
1982,37.0,Male,49.830620030834794,12.92009749449931,12.0,21.0,Clothing
1983,70.0,Female,68.91401173750606,57.24306649827485,10.0,20.0,Clothing
1984,30.0,Male,43.31564512267674,25.837821863104292,7.0,11.0,Beauty
1985,53.0,Male,57.86111609476628,63.907040624599325,10.0,25.0,Electronics
1986,41.0,Female,49.373279082296655,60.57143003988129,9.0,17.0,Electronics
1987,53.0,Female,50.663111529809484,15.218476306605702,10.0,16.0,Clothing
1988,50.0,Female,53.334087718778164,51.44851117861512,11.0,23.0,Electronics
1989,53.0,Female,57.35960391112799,51.91743042630289,8.0,15.0,Clothing
1990,45.0,Male,53.675827545154874,55.46661834306352,9.0,20.0,Beauty
1991,27.0,Female,44.87198039883472,44.92780430980115,11.0,26.0,Clothing
1992,59.0,Male,60.67662677555055,46.22512515675092,8.0,20.0,Beauty
1993,37.0,Female,41.63179771356118,26.657046133848603,11.0,26.0,Electronics
1994,31.0,Female,49.72104819511453,61.36803823836904,8.0,17.0,Sports
1995,53.0,Female,57.978912863552814,50.56618249888988,8.0,10.0,Clothing
1996,57.0,Female,61.2696695821733,76.76097660371617,9.0,16.0,Clothing
1997,40.0,Male,46.9005757139354,30.58346662813818,7.0,14.0,Beauty
1998,36.0,Female,49.138618503012154,24.834982059109667,8.0,13.0,Clothing
1999,45.0,Female,51.425446969264655,44.20068448424074,9.0,15.0,Books
2000,41.0,Male,44.063642821387106,73.02349010946745,9.0,24.0,Beauty
2001,42.0,Female,50.22963690255422,68.75704352691882,11.0,24.0,Beauty
2002,33.0,Female,47.94857531293709,41.08122786607994,7.0,19.0,Beauty
2003,41.0,Male,45.891498559239125,14.965222848638753,,20.0,Sports
2004,50.0,Female,54.63073257008378,66.06960698876138,11.0,21.0,Clothing
2005,45.0,Female,51.570148529292055,65.517940239212,8.0,16.0,Electronics
2006,46.0,Male,53.750291187371026,48.484515619438874,9.0,21.0,Beauty
2007,51.0,Female,53.74980169575966,31.428006590704857,7.0,14.0,Clothing
2008,45.0,Female,54.158454605268425,56.14826140910568,13.0,29.0,Books
2009,22.0,Female,35.01953298133776,50.035779452867104,6.0,12.0,Beauty
2010,39.0,Female,50.41558939914194,55.786449973939916,7.0,17.0,Books
2011,32.0,Female,42.3936314817548,65.66028187185069,7.0,18.0,Clothing
2012,33.0,Female,46.94708530529786,18.86019725805129,10.0,18.0,Clothing
2013,59.0,Male,61.17742640860914,44.25038172011401,12.0,24.0,Clothing
2014,24.0,Male,34.00851920635549,24.65644439551227,7.0,18.0,Sports
2015,46.0,Male,51.3022445374035,59.17098918137413,8.0,18.0,Clothing
2016,55.0,Female,57.28339662851851,57.53302912902911,10.0,24.0,Clothing
2017,28.0,Female,43.554494064515595,21.710622249492705,10.0,25.0,Sports
2018,44.0,Male,51.37369345723867,63.90119368439351,10.0,20.0,Books
2019,51.0,Male,61.91321405485961,33.82025379170396,9.0,11.0,Beauty
2020,45.0,Female,51.05598516781485,46.92294892823905,8.0,18.0,Clothing
2021,43.0,Female,52.73017374099024,59.41497119189004,8.0,17.0,Clothing
2022,33.0,Male,44.41026067031254,27.064591497185937,10.0,16.0,Books
2023,54.0,Male,62.71565384542243,82.89031252455892,12.0,21.0,Beauty
2024,55.0,Female,59.173408700258,51.24594459566728,9.0,18.0,Electronics
2025,42.0,Male,49.88275239270965,35.549920779183246,9.0,15.0,Beauty
2026,40.0,Female,47.251077318061704,42.88452907427185,6.0,13.0,Books
2027,64.0,Female,63.24020420823897,65.45721478735464,,15.0,Clothing
2028,37.0,Female,44.80861285430966,18.46137762217752,11.0,23.0,Clothing
2029,47.0,Female,53.35051843111811,27.252460770412878,9.0,18.0,Clothing
2030,44.0,Male,50.72035107534183,38.63317483435533,13.0,26.0,Clothing
2031,26.0,Female,39.48298715895732,32.68537670781138,5.0,16.0,Sports
2032,43.0,Female,51.09010401403836,29.781843201640825,7.0,11.0,Clothing
2033,45.0,Female,60.1443555269883,87.01134029908422,10.0,23.0,Clothing
2034,50.0,Female,53.52321424579651,56.590812157995146,10.0,27.0,Clothing
2035,26.0,Female,39.6323991905875,56.96090137344495,6.0,18.0,Beauty
2036,23.0,Male,45.055045825908614,51.57309002104646,9.0,18.0,Clothing
2037,50.0,Male,56.8360747875111,67.09237911910957,11.0,14.0,Clothing
2038,33.0,Female,41.94997963489953,45.7709629255468,8.0,15.0,Electronics
2039,44.0,Male,49.87010051372681,68.93398899452771,8.0,15.0,Books
2040,29.0,Male,42.38728752361505,33.21585007922167,11.0,22.0,Electronics
2041,56.0,Female,60.84101415344405,59.69854278426583,11.0,14.0,Clothing
2042,58.0,Female,64.13662966508444,52.92041706493058,10.0,13.0,Clothing
2043,36.0,Female,43.690832435120285,31.942111567309762,10.0,11.0,Clothing
2044,51.0,Female,55.78431346973598,67.89847334181613,10.0,17.0,Electronics
2045,30.0,Female,45.64656466182265,54.08972106658237,9.0,16.0,Clothing
2046,33.0,Male,40.9800198546194,52.34868905604789,11.0,19.0,Electronics
2047,23.0,Female,41.02093571557208,23.192944937979863,12.0,23.0,Clothing
2048,30.0,Female,40.59161251837299,10.625700137536157,12.0,22.0,Clothing
2049,25.0,Male,39.42767326776978,63.057388186241816,8.0,18.0,Books
2050,50.0,Female,47.33402109556577,69.90142306241198,14.0,27.0,Sports
2051,53.0,Male,59.61667482034956,54.68472069655664,11.0,22.0,Sports
2052,70.0,Female,69.34638180370524,37.21541815912057,14.0,24.0,Electronics
2053,32.0,Female,47.72310845613641,51.62315554264878,11.0,21.0,Beauty
2054,34.0,Male,48.13802662476809,74.83810438699535,9.0,17.0,Sports
2055,49.0,Male,51.169217402752594,64.00351820082658,14.0,22.0,Books
2056,32.0,Female,44.72255216319083,65.92525590035484,9.0,17.0,Clothing
2057,45.0,Female,51.42133216642547,57.52365009080655,9.0,18.0,Clothing
2058,64.0,Male,64.27952866370262,54.02378447818161,12.0,22.0,Sports
2059,54.0,Female,58.12071981437282,55.135848210094196,13.0,26.0,Electronics
2060,26.0,Male,40.105196098267776,41.85660882955344,7.0,14.0,Books
2061,26.0,Male,43.16961734661525,54.794958780204034,6.0,12.0,Clothing
2062,59.0,Female,65.64930790732394,60.18870968955288,10.0,19.0,Sports
2063,67.0,Female,66.50554576419985,41.91138054185749,14.0,27.0,Clothing
2064,22.0,Female,40.32425344289295,49.2386192445084,8.0,20.0,Electronics
2065,30.0,Female,41.76407357833839,37.28106113390912,11.0,21.0,Books
2066,31.0,Female,45.52658827766938,69.9137969146237,8.0,11.0,Books
2067,49.0,Female,56.24682713157003,55.53205709200877,11.0,20.0,Electronics
2068,70.0,Female,62.884944395505904,37.31721228695575,11.0,24.0,Clothing
2069,19.0,Male,42.47555012524135,48.64029243414612,7.0,15.0,Beauty
2070,60.0,Female,56.475537776148755,40.196036601472514,12.0,20.0,Clothing
2071,70.0,Male,62.48615111792826,85.49700119483293,14.0,26.0,Clothing
2072,43.0,Male,47.85745581260515,55.77662474363273,8.0,13.0,Books
2073,56.0,Male,53.019445794156354,72.89203926740302,7.0,13.0,Clothing
2074,70.0,Female,69.90893318916066,59.850011973380454,12.0,19.0,Electronics
2075,33.0,Male,44.65126990508371,43.566503934154255,8.0,15.0,Clothing
2076,54.0,Male,54.41038611206046,16.90028720590231,15.0,29.0,Books
2077,25.0,Female,44.023276351651475,65.97882957066535,8.0,10.0,Books
2078,26.0,Female,45.29560756068553,57.56673158139341,8.0,24.0,Sports
2079,53.0,Female,54.81258390799502,61.787876379018414,9.0,16.0,Beauty
2080,34.0,Female,45.90331982598451,77.89696776858885,10.0,24.0,Books
2081,54.0,Female,55.56465874876537,34.533899620996046,9.0,20.0,Clothing
2082,54.0,Female,57.433101973880646,51.848945029763975,9.0,13.0,Books
2083,34.0,Male,43.35280819373296,48.95604546416195,6.0,11.0,Clothing
2084,55.0,Female,54.90892393339942,42.66336160209319,10.0,19.0,Sports
2085,33.0,Male,,45.77967172058236,9.0,11.0,Beauty
2086,53.0,Female,53.82732882103188,47.41912916180964,11.0,20.0,Beauty
2087,21.0,Female,42.51077407493742,50.94197769275823,9.0,20.0,Clothing
2088,28.0,Female,45.04459809725973,16.434053202260042,7.0,16.0,Beauty
2089,68.0,Female,63.35953016618935,36.196838826287184,13.0,31.0,Clothing
2090,53.0,Female,57.48048338289884,62.847936135166634,9.0,17.0,Clothing
2091,47.0,Female,52.07817979792636,63.91090855114695,9.0,15.0,Clothing
2092,39.0,Male,55.17746370220885,68.72704539710017,9.0,16.0,Clothing
2093,45.0,Female,56.67768208426259,56.29375257981782,8.0,18.0,Books
2094,47.0,Male,59.53882852306843,27.09013320192734,15.0,30.0,Sports
2095,28.0,Male,40.1670224784195,48.402801501738026,8.0,17.0,Sports
2096,41.0,Female,48.23500784000366,100.0,11.0,19.0,Books
2097,26.0,Female,41.67061103190843,29.683859805924865,8.0,20.0,Clothing
2098,50.0,Male,52.40111042615539,57.59076384064514,10.0,,Clothing
2099,59.0,Female,58.64437086642242,67.57775724218718,9.0,21.0,Electronics
2100,53.0,Female,57.79803651013454,73.960659003077,8.0,15.0,Beauty
2101,24.0,Female,37.444762018410714,37.91741054846655,9.0,17.0,Beauty
2102,43.0,Male,50.19160269914872,48.20811303395992,11.0,23.0,Clothing
2103,68.0,Female,67.02322980343162,60.56655789387295,9.0,19.0,Electronics
2104,25.0,Female,42.11733539905567,45.65556451549659,9.0,21.0,Books
2105,61.0,Male,66.8833462951052,83.49208607966294,10.0,19.0,Books
2106,23.0,Female,40.574084997771465,38.828187778700865,11.0,20.0,Clothing
2107,31.0,Male,43.159776742366944,22.809835877629943,9.0,20.0,Electronics
2108,39.0,Male,49.485286213677085,51.83632572049309,11.0,22.0,Clothing
2109,54.0,Male,55.054064599445404,54.27508426336733,11.0,20.0,Beauty
2110,46.0,Male,56.31916900090476,45.66928771990987,10.0,19.0,Books
2111,49.0,Female,45.94986676140249,22.9565984934312,9.0,14.0,Beauty
2112,55.0,Female,63.54984074105417,64.48807030264047,11.0,18.0,Sports
2113,61.0,Female,62.70788633010809,81.96893545595269,11.0,18.0,Sports
2114,53.0,Male,58.86723855401055,26.081429418340388,9.0,17.0,Clothing
2115,29.0,Male,40.3418035981246,51.0508941343766,8.0,14.0,Books
2116,58.0,Male,56.0032790372246,38.03444340862907,9.0,23.0,Clothing
2117,55.0,Female,58.704465458990796,26.335187091659787,10.0,21.0,Clothing
2118,45.0,Female,53.26079707913831,63.87377571503629,13.0,24.0,Books
2119,33.0,Male,47.99433814312256,56.32015163439557,8.0,15.0,Electronics
2120,40.0,Male,52.09121303250549,34.781081449254415,10.0,21.0,Electronics
2121,60.0,Female,61.68603929240777,49.89747502056235,8.0,18.0,Clothing
2122,49.0,Female,51.584294259584944,22.45255193655246,9.0,25.0,Clothing
2123,34.0,Male,47.24276600521172,43.93890204372223,10.0,18.0,Electronics
2124,27.0,Female,42.24491135556634,59.206706896338524,9.0,24.0,Clothing
2125,46.0,Male,54.40594478459191,43.255031830834696,9.0,16.0,Sports
2126,36.0,Female,45.23547561096979,35.34948912266585,9.0,20.0,Books
2127,59.0,Female,62.60871171548672,67.6102723354813,8.0,15.0,Electronics
2128,49.0,Female,58.433298028036276,70.35275252200893,10.0,19.0,Beauty
2129,50.0,Female,53.97735320088969,52.36017172516741,11.0,21.0,Books
2130,56.0,Male,61.2190915677613,50.717885452932535,,17.0,Sports
2131,29.0,Female,37.13677430228478,53.06280971855985,8.0,22.0,Clothing
2132,37.0,Male,49.19658047452161,71.96074765809902,8.0,19.0,Sports
2133,25.0,Male,47.18369104252216,35.43548534620053,9.0,20.0,Sports
2134,53.0,Female,52.708467016165876,33.94413792811163,,15.0,Clothing
2135,44.0,Male,46.574727985784726,90.70513112260937,9.0,14.0,Electronics
2136,39.0,Female,50.799120365953584,40.643667040545864,14.0,26.0,Electronics
2137,54.0,Female,54.11176990092834,28.363089889751386,11.0,16.0,Clothing
2138,37.0,Male,45.89777043469733,29.610414107123205,10.0,17.0,Books
2139,57.0,Male,54.19552591636876,35.90986757320425,12.0,19.0,Clothing
2140,51.0,Female,50.179868398842196,65.27910650945162,10.0,,Electronics
2141,70.0,Male,65.71813541809014,66.5636380528774,12.0,23.0,Beauty
2142,52.0,Female,56.877582333422005,51.719153291730905,7.0,,Electronics
2143,55.0,Male,56.05405191084973,31.171487596222892,12.0,21.0,Electronics
2144,54.0,Male,51.38126485734091,27.515332491726927,11.0,28.0,Electronics
2145,41.0,Female,52.35948025431395,53.45295298046818,11.0,16.0,Clothing
2146,41.0,Female,49.87887599978715,55.25723458257323,7.0,23.0,Electronics
2147,53.0,Female,55.74440884353416,81.43569278817961,9.0,16.0,Books
2148,39.0,Female,53.85667027810041,25.851556367262305,8.0,17.0,Clothing
2149,62.0,Female,56.75206789892449,22.540683557036505,9.0,15.0,Clothing
2150,46.0,Male,53.7884880358774,67.86504406279505,9.0,21.0,Electronics
2151,52.0,Male,56.31580477560961,59.096766558374654,11.0,23.0,Clothing
2152,34.0,Male,48.70686306472192,55.272097724925786,7.0,14.0,Electronics
2153,25.0,Female,42.716518593941586,59.22758014367848,9.0,14.0,Beauty
2154,28.0,Male,45.114453123751915,45.65612872802496,9.0,20.0,Electronics
2155,55.0,Female,56.96338928796653,41.07702854918379,9.0,19.0,Sports
2156,26.0,Female,47.73324567808397,35.21639677965952,9.0,21.0,Books
2157,38.0,Female,46.22204614144882,28.43008054210373,10.0,18.0,Clothing
2158,49.0,Male,51.88655891589755,80.05885491976895,10.0,24.0,Clothing
2159,28.0,Female,42.32140937354838,46.26278123939208,8.0,18.0,Books
2160,57.0,Female,59.6880210223836,52.261343757965676,10.0,22.0,Beauty
2161,54.0,Female,53.91715099724784,49.58855839645799,10.0,17.0,Clothing
2162,31.0,Male,41.43781216282982,44.02482041255153,6.0,11.0,Sports
2163,34.0,Male,49.32220170178466,41.84682833233825,10.0,22.0,Clothing
2164,46.0,Female,53.225797900690246,62.4552300848794,12.0,17.0,Sports
2165,36.0,Female,48.21037000270714,58.14524166412981,11.0,21.0,Electronics
2166,34.0,Female,45.43593464204708,42.977892648336564,14.0,23.0,Electronics
2167,30.0,Female,47.06736039895813,48.3088396023539,8.0,15.0,Electronics
2168,29.0,Male,40.57584320811283,45.00246358400203,8.0,18.0,Electronics
2169,26.0,Female,42.53034318570429,53.784966485217865,11.0,18.0,Electronics
2170,46.0,Female,50.400771796947595,34.72729440523113,13.0,23.0,Clothing
2171,46.0,Male,53.84879947411069,44.10817012739068,9.0,22.0,Clothing
2172,34.0,Female,44.994555537418194,46.65519378347426,9.0,22.0,Electronics
2173,27.0,Male,38.253250305231994,30.606179684692034,8.0,13.0,Clothing
2174,61.0,Female,56.16629077345067,30.171865886160337,11.0,21.0,Clothing
2175,26.0,Female,41.87999960112794,54.24301910093956,9.0,20.0,Beauty
2176,27.0,Male,45.032045514577646,30.80688199943127,8.0,16.0,Books
2177,56.0,Male,63.27278294261425,38.92031296912698,12.0,23.0,Clothing
2178,59.0,Female,60.19350505428098,68.27835030839724,13.0,23.0,Sports
2179,56.0,Female,58.17691157681967,28.775286795243684,8.0,17.0,Books
2180,30.0,Female,45.79059788728817,73.99488594235275,7.0,12.0,Sports
2181,47.0,Female,54.47654204211687,41.42248268808462,11.0,17.0,Books
2182,33.0,Female,41.89210922343288,63.7312403081073,10.0,23.0,Clothing
2183,58.0,Female,56.38877996400998,50.641419295566614,12.0,21.0,Books
2184,45.0,Female,53.24970211554182,49.14302391638432,10.0,15.0,Books
2185,22.0,Male,42.15099193500945,60.319969133601425,9.0,18.0,Clothing
2186,35.0,Female,48.46016146662216,68.76968010618306,9.0,16.0,Clothing
2187,66.0,Male,65.86343209840899,55.57466926990115,11.0,23.0,Clothing
2188,66.0,Male,64.74473628038174,67.41420632214995,11.0,17.0,Clothing
2189,50.0,Female,54.08837318012377,40.81171323373871,9.0,20.0,Books
2190,54.0,Male,57.817447665685265,62.45825061823922,9.0,19.0,Sports
2191,33.0,Male,48.427339101772496,74.65950352318458,10.0,14.0,Sports
2192,23.0,Female,42.91916823745354,58.91381662057766,9.0,22.0,Clothing
2193,49.0,Male,50.97395448211138,62.10104426899329,9.0,19.0,Clothing
2194,53.0,Female,58.76360345319634,42.12772313910461,10.0,21.0,Books
2195,46.0,Male,60.38322844957829,89.84503031630655,13.0,21.0,Clothing
2196,21.0,Male,43.52712529396568,17.626776202007793,11.0,19.0,Electronics
2197,40.0,Male,50.42481113200644,61.341800159222025,10.0,21.0,Clothing
2198,41.0,Female,50.907066583370444,29.08561924483005,9.0,18.0,Books
2199,44.0,Female,51.799995938888436,77.92507877599279,8.0,20.0,Beauty
2200,27.0,Female,44.95090184863422,,11.0,19.0,Clothing
2201,18.0,Male,38.16748219585298,23.350675883395592,8.0,20.0,Beauty
2202,34.0,Female,41.88713410433489,37.35581043419513,10.0,22.0,Electronics
2203,62.0,Female,57.68092736341549,65.76081576967462,11.0,21.0,Clothing
2204,58.0,Female,60.36095698157674,72.79277166043751,9.0,25.0,Books
2205,35.0,Female,46.10577261531242,70.14923194181773,10.0,22.0,Sports
2206,49.0,Female,55.62300002959046,42.95614230409933,8.0,19.0,Beauty
2207,51.0,Female,55.82924872760299,72.15027743324461,12.0,25.0,Clothing
2208,51.0,Male,59.02520254006776,59.069375552051554,11.0,21.0,Sports
2209,26.0,Male,47.51604480298396,49.73178617698558,10.0,19.0,Beauty
2210,37.0,Female,50.810672562023555,66.37483657858255,9.0,24.0,Sports
2211,53.0,Male,55.18530229454166,39.64060185682004,10.0,20.0,Clothing
2212,35.0,Male,49.982620933051905,51.73766423011726,9.0,17.0,Clothing
2213,20.0,Male,37.56450390465797,42.950798103706106,6.0,14.0,Sports
2214,33.0,Female,41.94228878282544,42.86836865376825,9.0,22.0,Electronics
2215,49.0,Female,55.34509650852237,35.029934694556076,12.0,28.0,Clothing
2216,46.0,Male,51.20926939276905,87.87928426596979,11.0,19.0,Clothing
2217,25.0,Female,47.80945314665691,31.375995057592366,10.0,15.0,Clothing
2218,26.0,Female,43.6279395463463,45.66064161042615,8.0,20.0,Electronics
2219,60.0,Female,56.69628828620427,54.40911281764895,11.0,21.0,Books
2220,51.0,Male,52.66851974618315,58.39521664676443,10.0,22.0,Clothing
2221,52.0,Female,64.04622181835305,55.7559791166389,10.0,14.0,Beauty
2222,35.0,Male,45.88456892870524,37.57376531945406,9.0,19.0,Clothing
2223,56.0,Male,59.297205179204994,64.126394294795,12.0,21.0,Beauty
2224,27.0,Male,39.12443381556173,74.01798596810191,7.0,15.0,Clothing
2225,60.0,Male,62.48143196810034,53.52071494527806,10.0,22.0,Electronics
2226,47.0,Female,56.5847971496827,50.18881305587811,11.0,23.0,Clothing
2227,56.0,Female,57.486046837224436,44.50626323734671,9.0,16.0,Electronics
2228,49.0,Male,55.56094940260259,54.39918368315035,10.0,19.0,Books
2229,51.0,Male,54.89327252811241,43.65614785169738,12.0,24.0,Clothing
2230,38.0,Male,49.23059995960393,50.82110163118145,12.0,18.0,Clothing
2231,38.0,Male,52.13852598779935,45.26699110391198,7.0,12.0,Beauty
2232,32.0,Male,51.955621910564034,56.94795770240441,10.0,19.0,Sports
2233,53.0,Male,55.571930772287956,39.419252444037966,10.0,23.0,Clothing
2234,64.0,Male,63.83289975002661,43.68853987061518,14.0,26.0,Beauty
2235,52.0,Female,57.649046354385966,59.159203761654524,8.0,18.0,Electronics
2236,28.0,Male,43.724168046780854,72.22157317423542,11.0,23.0,Books
2237,26.0,Female,41.86995212282685,36.646502320968295,7.0,18.0,Books
2238,62.0,Male,60.556389688857706,28.308759337057513,11.0,19.0,Beauty
2239,53.0,Female,53.98666949629571,81.83838993561135,9.0,17.0,Clothing
2240,45.0,Male,56.523780336262135,57.499941358555404,12.0,20.0,Clothing
